project,date,commit_hash,files,statements,async_list_comprehensions_files_percentage,async_set_comprehensions_files_percentage,async_dict_comprehensions_files_percentage,async_generator_expressions_files_percentage,matrix_multiplication_files_percentage,async_def_files_percentage,await_expressions_files_percentage,async_for_files_percentage,async_with_files_percentage,fstring_files_percentage,except_star_files_percentage,pattern_match_files_percentage,pattern_as_files_percentage,pattern_or_files_percentage,pattern_sequence_files_percentage,pattern_mapping_files_percentage,pattern_class_files_percentage,pattern_value_files_percentage,pattern_singleton_files_percentage,pattern_star_files_percentage,assign_unpack_files_percentage,list_unpack_files_percentage,tuple_unpack_files_percentage,set_unpack_files_percentage,dict_unpack_files_percentage,call_kwargs_unpack_files_percentage,call_args_unpack_files_percentage,nonlocal_files_percentage,function_args_annotation_files_percentage,function_return_annotation_files_percentage,kw_defaults_files_percentage,kw_args_files_percentage,type_vars_bounds_files_percentage,type_vars_constraints_files_percentage,type_param_spec_files_percentage,type_var_tuple_files_percentage,yield_from_files_percentage,assignment_expression_files_percentage,suppressing_exception_context_files_percentage,variable_annotation_files_percentage
cobbler_cobbler,2024-12-31,13aaf53e757b1e9a50a2f04e534bf4d59cf5c3de,221.0,24162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.55656108597285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4524886877828055,0.0,0.0,0.904977375565611,0.0,0.0,0.0,87.78280542986425,66.06334841628959,0.904977375565611,0.904977375565611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.74660633484163
cobrateam_splinter,2024-12-31,933a825edceb4ead3b438c3cc64b18f52783999f,78.0,3438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.94871794871795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.230769230769234,8.974358974358974,0.0,0.0,0.0,0.0,0.0,0.0,1.282051282051282,0.0,0.0,2.564102564102564
codespell-project_codespell,2024-12-31,d29850731b5b25ab030301c353854285b4da588b,6.0,1543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,16.666666666666664,0.0,0.0,0.0,0.0,0.0,83.33333333333334,83.33333333333334,16.666666666666664,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,50.0
coleifer_huey,2024-12-31,f66ce06401390957cc0fcaff4e34a85049b17950,50.0,5291.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coleifer_peewee,2024-12-31,2b77c677423302b30db707b7e2fa03b72c87a119,85.0,28178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collective_icalendar,2024-12-31,71c6952bee6bc11a3dc2d09bf3b2d69b401e4cc8,73.0,5139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.87671232876712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.28767123287671,23.28767123287671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8493150684931505
copier-org_copier,2024-12-31,2dc1687af389505a708f25b0bc4e37af56179e99,46.0,5289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.521739130434782,0.0,0.0,19.565217391304348,2.1739130434782608,0.0,0.0,86.95652173913044,91.30434782608695,10.869565217391305,10.869565217391305,0.0,0.0,0.0,0.0,2.1739130434782608,8.695652173913043,0.0,19.565217391304348
cornices_cornice,2024-12-31,cd6d2f614940c472e2363db67050e8934e8d14dc,26.0,3075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
couchbase_couchbase-python-client,2024-12-31,0dbe460a134838fb61e8d768f7c76ad2795435ed,238.0,40908.0,4.621848739495799,0.0,0.0,0.0,0.0,24.369747899159663,24.369747899159663,5.88235294117647,0.0,48.739495798319325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42016806722689076,0.0,0.0,0.8403361344537815,5.042016806722689,55.04201680672269,3.361344537815126,3.361344537815126,0.0,0.0,0.0,0.0,0.0,1.2605042016806722,1.2605042016806722,4.621848739495799
crossbario_autobahn-python,2024-12-31,7bc85b34e200640ab98a41cfddb38267f39bc92e,395.0,33406.0,0.0,0.0,0.0,0.0,0.0,12.40506329113924,11.645569620253164,0.0,0.0,0.7594936708860759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.645569620253164,12.151898734177214,0.0,0.0,0.0,0.0,0.0,0.0,0.25316455696202533,0.0,0.0,5.3164556962025316
csingley_ofxtools,2024-12-31,57fb83816e67a476494b499997be2902155efc17,87.0,15581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.643678160919542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.793103448275861,14.942528735632186,1.1494252873563218,1.1494252873563218,0.0,0.0,0.0,0.0,5.747126436781609,1.1494252873563218,0.0,13.793103448275861
csng-mff_mozaik,2024-12-31,c8261569a858ebbd3b91621b2d863d8059c89f37,93.0,12169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.376344086021505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cylc_cylc-flow,2024-12-31,9862356eb1f6003808bf14d43c3e5a15d7f45c3a,430.0,43424.0,0.46511627906976744,0.0,0.0,0.0,0.0,29.069767441860467,23.72093023255814,3.0232558139534884,13.488372093023257,47.674418604651166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7906976744186047,5.116279069767442,3.255813953488372,1.627906976744186,6.744186046511628,0.0,0.0,7.209302325581396,50.93023255813953,39.30232558139535,5.348837209302325,5.348837209302325,0.0,0.0,0.0,0.0,0.9302325581395349,0.0,11.395348837209303,29.767441860465116
cython_cython,2024-12-31,f5d3341f9aa8d549a14b7523360ed59aa8efb1f5,404.0,72382.0,0.0,0.0,0.0,0.0,0.24752475247524752,1.7326732673267329,1.2376237623762376,0.7425742574257426,0.24752475247524752,13.861386138613863,0.0,0.49504950495049505,0.49504950495049505,0.49504950495049505,0.49504950495049505,0.49504950495049505,0.49504950495049505,0.49504950495049505,0.49504950495049505,0.49504950495049505,0.24752475247524752,0.49504950495049505,0.24752475247524752,0.0,0.24752475247524752,0.0,0.24752475247524752,1.2376237623762376,26.237623762376238,15.594059405940595,1.2376237623762376,1.2376237623762376,0.0,0.0,0.0,0.0,1.4851485148514851,1.2376237623762376,0.24752475247524752,26.980198019801982
cz-nic_pyoidc,2024-12-31,59b2965dc8f5f487ba24d148911ac2999d7bbb57,133.0,20583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.015037593984962,6.015037593984962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.82706766917293
daler_pybedtools,2024-12-31,910ef2f40740f35f18bb51b7db7cbf9d8a9d0531,38.0,5427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.894736842105263,7.894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.631578947368421
datafolklabs_cement,2024-12-31,745790520fc880c816b5623af6629949f86bf0cd,150.0,17060.0,2.666666666666667,0.0,0.0,0.0,0.0,3.3333333333333335,2.666666666666667,2.0,0.0,43.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.666666666666664,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.0,2.666666666666667,0.0,1.3333333333333335,32.0
daviddrysdale_python-phonenumbers,2024-12-31,ce993e07a236508253f15de02aa70c4489447bb6,648.0,10201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15432098765432098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
devilry_devilry-django,2024-12-31,408a94153927f6e9e215b8402f739615ca03aad7,825.0,58884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12121212121212122,0.0,0.0,0.12121212121212122,0.0,0.0,0.0,0.9696969696969697,1.4545454545454546,0.12121212121212122,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diaoul_subliminal,2024-12-31,3d22d8d21f50d4dd249484cc7404e09cba3ec433,56.0,7433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.92857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.714285714285714,10.714285714285714,0.0,1.7857142857142856,0.0,0.0,0.0,58.92857142857143,60.71428571428571,35.714285714285715,35.714285714285715,0.0,0.0,0.0,0.0,0.0,1.7857142857142856,0.0,50.0
diefenbach_django-lfs,2024-12-31,db21b5b2b4afed5572670177a2b646a7e89367f3,253.0,19370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
digitalfox_pydici,2024-12-31,b4679ad92553d3ecb1483f969d1be98532242dd2,198.0,11333.0,0.0,0.0,0.0,0.0,0.0,1.5151515151515151,1.5151515151515151,0.0,0.0,4.040404040404041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5151515151515151,0.0,0.0,0.5050505050505051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0101010101010102
digitalgreenorg_dg,2024-12-31,fc4756d76ce7553192ff82df6f4dba5acadaa1db,752.0,26487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dimagi_commcare-hq,2024-12-31,b4d59b459cfd469c3e730dfb3a61aee9554afe03,4375.0,295196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.542857142857141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09142857142857143,0.06857142857142857,0.09142857142857143,0.022857142857142857,0.8228571428571428,0.0,0.022857142857142857,0.1142857142857143,1.8057142857142858,1.6914285714285715,1.1428571428571428,1.1428571428571428,0.0,0.0,0.0,0.0,0.8685714285714287,0.2742857142857143,0.0,1.1657142857142857
dimagi_logistics,2024-12-31,b84d54bda3ec84f1f36d97bf4af38693408f8ced,303.0,15719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31023102310231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dipy_dipy,2024-12-31,927246108f6aa67283003a46b63f2deeced9becb,416.0,52019.0,0.0,0.0,0.0,0.0,2.403846153846154,0.0,0.0,0.0,0.0,31.490384615384613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4807692307692308,0.2403846153846154,0.0,0.0,0.4807692307692308,0.0,0.2403846153846154,0.0,0.0,28.365384615384613,28.365384615384613,0.0,0.0,0.0,0.0,0.2403846153846154,0.0,0.0,0.4807692307692308
diracgrid_dirac,2024-12-31,d4c3de2d894926ebce035be3e103bcc8c9180e02,1178.0,143361.0,0.0,0.0,0.0,0.0,0.0,0.08488964346349745,0.08488964346349745,0.0,0.0,61.544991511035654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08488964346349745,0.0,0.0,0.0,0.08488964346349745,0.0,0.0,0.1697792869269949,6.196943972835315,4.4142614601018675,0.7640067911714771,0.7640067911714771,0.0,0.0,0.0,0.0,0.0,3.0560271646859083,0.0,0.6791171477079796
django-cms_django-cms,2024-12-31,fe54de4174d7049e844edb0c285fb1ebff81965f,379.0,32811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.482849604221638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2638522427440633,0.0,0.0,0.2638522427440633,2.638522427440633,3.16622691292876,0.2638522427440633,0.2638522427440633,0.0,0.0,0.0,0.0,1.3192612137203166,0.5277044854881267,0.0,1.0554089709762533
django-cms_django-filer,2024-12-31,f8209a6507680661bd134cd30878993b79ef3344,105.0,5943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.952380952380953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809524,0.0,0.0,0.0,2.857142857142857,3.8095238095238098,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809524,0.0,0.0,0.9523809523809524
django-commons_django-debug-toolbar,2024-12-31,f3f604977053d00f052a4b5a67e6a068f1ca2392,79.0,4576.0,0.0,0.0,0.0,0.0,0.0,13.924050632911392,13.924050632911392,1.2658227848101267,0.0,29.11392405063291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5316455696202533,0.0,0.0,0.0,0.0,0.0,0.0,2.5316455696202533,2.5316455696202533,7.59493670886076,7.59493670886076,0.0,0.0,0.0,0.0,2.5316455696202533,2.5316455696202533,1.2658227848101267,3.79746835443038
django-compressor_django-compressor,2024-12-31,67b4273732c9cbb936d2b192ddf0f8bed403afaa,47.0,3215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
django-crispy-forms_django-crispy-forms,2024-12-31,e7cc89a1a298515b3e934312f8aa1b21617c63a8,24.0,2280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666
django-extensions_django-extensions,2024-12-31,0ee2e71dd552366bd3761736d569a1efa127a9cb,199.0,11453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0100502512562812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5025125628140703,0.0,0.5025125628140703,0.0,0.0,0.0,1.507537688442211,1.507537688442211,0.0,0.0,0.0,0.0,0.0,0.0,0.5025125628140703,0.0,0.0,7.035175879396985
django-guardian_django-guardian,2024-12-31,c73a19c4be46d105b974c7d799b063bb5e6089a7,79.0,4765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2658227848101267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
django-haystack_django-haystack,2024-12-31,10c15ec12c6d71a815b8843c34ab9dd4d01fddb3,110.0,14360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
django-helpdesk_django-helpdesk,2024-12-31,e0a04b50405a649592f9bcc23f0386b9f3512ec4,112.0,7381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.464285714285714,4.464285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8928571428571428,0.0,5.357142857142857
django-money_django-money,2024-12-31,d35802c7a08ed47e74ec8ec0244a2eb51fa1dfaf,48.0,2486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.083333333333333,0.0,0.0,0.0,0.0,0.0,2.083333333333333,2.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
django-mptt_django-mptt,2024-12-31,9857df67c5de42e2f2e3aba01f7e9f6494a8817c,22.0,3252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.545454545454546,0.0,0.0,0.0,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
django-oscar_django-oscar,2024-12-31,f97893c83122c64170f1e2cf3864d8ce3e4b75da,681.0,32013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.881057268722467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14684287812041116,0.5873715124816447,0.7342143906020557,0.7342143906020557,0.0,0.0,0.0,0.0,0.14684287812041116,0.14684287812041116,0.0,0.0
django-tastypie_django-tastypie,2024-12-31,e01abaa4e956068c12ce1a549fa73bf491d70feb,145.0,12338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
djangopackages_djangopackages,2024-12-31,e3b1ab966fd677dcaccc0a10b9a8c23690aadf32,202.0,6350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.722772277227726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49504950495049505,0.0,0.0,0.0,0.0,0.49504950495049505,0.0,0.0,6.435643564356436,4.9504950495049505,1.9801980198019802,1.9801980198019802,0.0,0.0,0.0,0.0,0.0,3.9603960396039604,0.0,1.4851485148514851
djblets_djblets,2024-12-31,034c4c5ad8913dbf9799550a4f28da3e6a035bc3,390.0,31354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2564102564102564,0.0,0.0,0.5128205128205128,0.0,0.0,0.2564102564102564,21.794871794871796,30.512820512820515,7.948717948717948,7.948717948717948,0.0,0.0,0.0,0.0,0.5128205128205128,0.0,0.0,19.48717948717949
dmwm_wmcore,2024-12-31,46c3009dfc37a88d62ff18860e9821bba6b711ba,1692.0,124991.0,0.0,0.0,0.0,0.0,0.0,0.0591016548463357,0.0591016548463357,0.0,0.0,2.955082742316785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0591016548463357,0.0591016548463357,0.0591016548463357,0.0,0.0,0.0,0.0,0.0,0.0,1.1229314420803782,0.1182033096926714
domino14_webolith,2024-12-31,1ee75fd93e8c4e1b22893826e3cb3523e2cf63a2,128.0,5117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.03125,4.6875,0.78125,0.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
earwig_earwigbot,2024-12-31,dfae10cf12e46d6ad3c33312fdc7bd4649be47c3,53.0,6213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.35849056603774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.84905660377358,32.075471698113205,1.8867924528301887,1.8867924528301887,0.0,0.0,0.0,0.0,5.660377358490567,1.8867924528301887,1.8867924528301887,26.41509433962264
eblot_pyftdi,2024-12-31,426e1abd88e25e4aa1c0520b171cae1713b9180e,37.0,10070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.48648648648648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.64864864864865,54.054054054054056,0.0,0.0,0.0,0.0,0.0,0.0,2.7027027027027026,0.0,8.108108108108109,8.108108108108109
edgewall_genshi,2024-12-31,c4afb785f2860e07efa10717d08842fc47e38847,49.0,11462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
edgewall_trac,2024-12-31,abf33d3160d9007b90dccfe4776e7cda639899db,284.0,62007.0,0.0,0.0,0.0,0.0,0.0,0.35211267605633806,0.35211267605633806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35211267605633806,0.35211267605633806,0.0,0.0,0.0,0.0,0.7042253521126761,0.0,0.35211267605633806,0.0
emcconville_wand,2024-12-31,d92783ae7d99d661cd42b7225c09af21af929a07,34.0,11759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
encode_django-rest-framework,2024-12-31,a8595a8eae2649b763f4882da643c1dc9183d6f1,140.0,21964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,0.0,0.0,0.0,1.4285714285714286,0.0,1.4285714285714286,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enthought_apptools,2024-12-31,510b0e0a4e567d70a8f63f27c29810f4399860ef,140.0,9240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enthought_envisage,2024-12-31,0f1b6472d08d91625996017fa46019a41ec899f2,197.0,7606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5532994923857872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5076142131979695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5076142131979695,0.5076142131979695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enthought_mayavi,2024-12-31,40c60101613b524533fa4a8831a48b46e6aea8b3,542.0,42656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4760147601476015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18450184501845018,0.18450184501845018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enthought_traits,2024-12-31,10954ebdccac9a1131e6cb978f75c00c3323fb63,317.0,27440.0,0.0,0.0,0.0,0.0,0.0,0.9463722397476341,0.9463722397476341,0.0,0.0,6.940063091482649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6309148264984227,0.0,0.0,0.0,0.31545741324921134,0.31545741324921134,1.8927444794952681,1.5772870662460567,8.201892744479496,8.201892744479496,0.0,0.0,0.0,0.0,3.4700315457413247,0.0,0.31545741324921134,0.31545741324921134
enthought_traitsui,2024-12-31,fb951ef2a6635d7b0d806bee7ec25eb2632d0f27,573.0,45109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9197207678883073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17452006980802792,0.17452006980802792,1.0471204188481675,1.0471204188481675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erdc_proteus,2024-12-31,b85bb80edb957dcb60e05afceac9336936fdd2c0,687.0,120326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
